Number,Steps,Cache Method,Time (ms),Cache Hit Rate (%)
7839,83,MRU,0.08,11.24%
11,14,MRU,0.08,11.23%
846,33,MRU,0.08,11.23%
12832,24,MRU,0.08,11.23%
9469,91,MRU,0.00,11.26%
8228,114,MRU,0.08,11.25%
2420,19,MRU,0.00,11.28%
1181,57,MRU,0.08,11.28%
11703,143,MRU,0.08,11.27%
10319,148,MRU,0.08,11.27%
11882,50,MRU,0.08,11.27%
1060,124,MRU,0.08,11.26%
4995,90,MRU,0.08,11.26%
11379,130,MRU,0.08,11.26%
7501,176,MRU,0.08,11.25%
9615,122,MRU,0.08,11.25%
2774,66,MRU,0.08,11.24%
5757,129,MRU,0.00,11.27%
6806,62,MRU,0.08,11.27%
4711,59,MRU,0.08,11.27%
8214,39,MRU,0.08,11.26%
9948,73,MRU,0.00,11.29%
7265,163,MRU,0.00,11.32%
6070,155,MRU,0.00,11.35%
8065,70,MRU,0.08,11.35%
1068,23,MRU,0.08,11.35%
11050,130,MRU,0.08,11.34%
5358,28,MRU,0.08,11.34%
7222,70,MRU,0.08,11.33%
11255,60,MRU,0.08,11.33%
9757,135,MRU,0.08,11.33%
12977,50,MRU,0.08,11.32%
10067,91,MRU,0.08,11.32%
4318,126,MRU,0.08,11.31%
3902,175,MRU,0.08,11.31%
7145,194,MRU,0.08,11.31%
12768,125,MRU,0.08,11.30%
2923,141,MRU,0.08,11.30%
9357,60,MRU,0.08,11.30%
2231,94,MRU,0.08,11.29%
1621,29,MRU,0.08,11.29%
947,36,MRU,0.00,11.32%
4581,152,MRU,0.08,11.31%
4304,33,MRU,0.08,11.31%
2515,40,MRU,0.08,11.31%
8293,39,MRU,0.00,11.34%
3600,56,MRU,0.00,11.37%
7218,44,MRU,0.00,11.40%
284,104,MRU,0.08,11.39%
8431,96,MRU,0.08,11.39%
3835,131,MRU,0.08,11.38%
8485,109,MRU,0.08,11.38%
12842,24,MRU,0.08,11.38%
5338,147,MRU,0.00,11.41%
3392,17,MRU,0.08,11.40%
8967,140,MRU,0.00,11.43%
7342,132,MRU,0.08,11.43%
9142,60,MRU,0.08,11.42%
4402,139,MRU,0.00,11.45%
9660,122,MRU,0.00,11.48%
6144,18,MRU,0.08,11.48%
6235,186,MRU,0.08,11.48%
10009,166,MRU,0.08,11.47%
2743,115,MRU,0.08,11.47%
7066,31,MRU,0.09,11.46%
9174,122,MRU,0.08,11.46%
2542,32,MRU,0.08,11.46%
10434,148,MRU,0.08,11.45%
8962,47,MRU,0.08,11.45%
6319,199,MRU,0.08,11.45%
6349,80,MRU,0.08,11.44%
3072,17,MRU,0.00,11.47%
9781,42,MRU,0.00,11.50%
9263,140,MRU,0.08,11.50%
692,33,MRU,0.08,11.49%
5485,116,MRU,0.08,11.49%
8336,127,MRU,0.00,11.52%
664,113,MRU,0.08,11.52%
11491,37,MRU,0.00,11.54%
9786,135,MRU,0.08,11.54%
11941,143,MRU,0.08,11.54%
5642,36,MRU,0.08,11.53%
8,3,MRU,0.08,11.53%
6553,137,MRU,0.08,11.53%
7562,39,MRU,0.08,11.52%
1834,37,MRU,0.08,11.52%
321,24,MRU,0.08,11.51%
8750,78,MRU,0.08,11.51%
10070,135,MRU,0.08,11.51%
9871,197,MRU,0.00,11.54%
5672,36,MRU,0.08,11.53%
5223,59,MRU,0.00,11.56%
1217,132,MRU,0.00,11.59%
7494,88,MRU,0.08,11.59%
12991,169,MRU,0.08,11.58%
4471,46,MRU,0.08,11.58%
9915,47,MRU,0.00,11.61%
4252,77,MRU,0.08,11.60%
277,16,MRU,0.00,11.63%
1309,145,MRU,0.08,11.63%
108,113,MRU,0.00,11.66%
1938,50,MRU,0.08,11.66%
7180,70,MRU,0.08,11.65%
7094,57,MRU,0.08,11.65%
5516,129,MRU,0.08,11.64%
1293,101,MRU,0.08,11.64%
9030,39,MRU,0.08,11.64%
995,23,MRU,0.00,11.67%
11001,68,MRU,0.08,11.66%
6518,49,MRU,0.08,11.66%
1799,68,MRU,0.00,11.69%
6830,150,MRU,0.08,11.68%
8214,39,MRU,0.00,11.71%
8846,78,MRU,0.08,11.71%
1543,109,MRU,0.00,11.74%
8036,26,MRU,0.08,11.73%
4900,134,MRU,0.08,11.73%
6186,124,MRU,0.08,11.73%
3372,43,MRU,0.08,11.72%
5379,72,MRU,0.08,11.72%
7640,31,MRU,0.08,11.71%
10462,130,MRU,0.00,11.74%
3422,149,MRU,0.08,11.74%
11927,50,MRU,0.08,11.74%
6190,36,MRU,0.08,11.73%
2377,50,MRU,0.08,11.73%
3988,51,MRU,0.08,11.72%
4567,59,MRU,0.08,11.72%
11580,55,MRU,0.08,11.72%
350,81,MRU,0.08,11.71%
8580,78,MRU,0.08,11.71%
6499,137,MRU,0.00,11.74%
486,97,MRU,0.08,11.73%
469,22,MRU,0.09,11.73%
12732,63,MRU,0.08,11.73%
10003,65,MRU,0.08,11.72%
5127,147,MRU,0.00,11.75%
7123,49,MRU,0.08,11.75%
451,53,MRU,0.08,11.74%
1921,143,MRU,0.08,11.74%
5640,36,MRU,0.08,11.74%
2250,45,MRU,0.00,11.76%
7663,88,MRU,0.08,11.76%
2858,35,MRU,0.00,11.79%
12643,156,MRU,0.08,11.79%
3966,51,MRU,0.08,11.78%
4005,144,MRU,0.00,11.81%
7210,57,MRU,0.08,11.81%
980,23,MRU,0.08,11.80%
10257,55,MRU,0.08,11.80%
4271,170,MRU,0.08,11.80%
11642,143,MRU,0.08,11.79%
10550,104,MRU,0.08,11.79%
3095,35,MRU,0.08,11.78%
5038,85,MRU,0.00,11.81%
3743,69,MRU,0.08,11.81%
6791,36,MRU,0.08,11.80%
6590,137,MRU,0.08,11.80%
10549,55,MRU,0.08,11.80%
6607,75,MRU,0.00,11.83%
3982,51,MRU,0.08,11.82%
2726,66,MRU,0.08,11.82%
1414,127,MRU,0.08,11.81%
4993,165,MRU,0.08,11.81%
5138,54,MRU,0.08,11.81%
11768,174,MRU,0.08,11.80%
4516,38,MRU,0.08,11.80%
2827,110,MRU,0.09,11.80%
11782,81,MRU,0.08,11.79%
9151,91,MRU,0.08,11.79%
10386,86,MRU,0.08,11.78%
1546,122,MRU,0.00,11.81%
8554,26,MRU,0.08,11.81%
8883,184,MRU,0.08,11.80%
9629,73,MRU,0.08,11.80%
6528,31,MRU,0.00,11.83%
2232,45,MRU,0.08,11.83%
659,51,MRU,0.08,11.82%
564,17,MRU,0.08,11.82%
1267,31,MRU,0.08,11.81%
6681,93,MRU,0.08,11.81%
3955,144,MRU,0.08,11.81%
12995,125,MRU,0.08,11.80%
709,33,MRU,0.00,11.83%
4549,20,MRU,0.08,11.83%
8303,127,MRU,0.08,11.82%
7700,52,MRU,0.08,11.82%
8304,65,MRU,0.08,11.82%
10503,130,MRU,0.08,11.81%
343,125,MRU,0.00,11.84%
4154,64,MRU,0.08,11.84%
2151,107,MRU,0.08,11.83%
6798,119,MRU,0.08,11.83%
10223,179,MRU,0.08,11.83%
4956,134,MRU,0.08,11.82%
10966,117,MRU,0.08,11.82%
6508,75,MRU,0.08,11.81%
8282,127,MRU,0.08,11.81%
708,33,MRU,0.08,11.81%
8006,52,MRU,0.08,11.80%
5761,173,MRU,0.08,11.80%
5560,129,MRU,0.08,11.79%
9148,122,MRU,0.08,11.79%
5184,28,MRU,0.08,11.79%
5054,178,MRU,0.08,11.78%
11849,99,MRU,0.08,11.78%
11141,68,MRU,0.08,11.78%
577,30,MRU,0.00,11.80%
7150,49,MRU,0.08,11.80%
9786,135,MRU,0.00,11.83%
10921,161,MRU,0.00,11.86%
9939,73,MRU,0.08,11.85%
3494,149,MRU,0.08,11.85%
10161,42,MRU,0.00,11.88%
6509,75,MRU,0.08,11.87%
3039,154,MRU,0.08,11.87%
8059,52,MRU,0.08,11.87%
4182,38,MRU,0.08,11.86%
9106,153,MRU,0.08,11.86%
12279,125,MRU,0.08,11.85%
6455,106,MRU,0.00,11.88%
8661,47,MRU,0.08,11.88%
3987,51,MRU,0.08,11.88%
6128,49,MRU,0.08,11.87%
4349,139,MRU,0.08,11.87%
5541,67,MRU,0.08,11.86%
8747,47,MRU,0.08,11.86%
484,97,MRU,0.08,11.86%
5163,54,MRU,0.08,11.85%
4453,139,MRU,0.08,11.85%
7850,26,MRU,0.08,11.85%
7243,57,MRU,0.08,11.84%
2471,133,MRU,0.08,11.84%
2661,53,MRU,0.08,11.83%
2718,66,MRU,0.08,11.83%
10202,86,MRU,0.00,11.86%
12458,125,MRU,0.08,11.85%
9515,52,MRU,0.08,11.85%
10773,68,MRU,0.08,11.85%
373,19,MRU,0.08,11.84%
3713,69,MRU,0.08,11.84%
12664,169,MRU,0.08,11.84%
8809,78,MRU,0.08,11.83%
1571,122,MRU,0.08,11.83%
11629,143,MRU,0.08,11.82%
6248,124,MRU,0.08,11.82%
446,71,MRU,0.08,11.82%
7558,83,MRU,0.00,11.84%
11191,130,MRU,0.08,11.84%
2761,128,MRU,0.08,11.84%
12875,76,MRU,0.08,11.83%
11651,50,MRU,0.08,11.83%
10944,130,MRU,0.08,11.83%
12508,156,MRU,0.08,11.82%
249,47,MRU,0.08,11.82%
11134,236,MRU,0.08,11.81%
12567,156,MRU,0.00,11.84%
12274,125,MRU,0.08,11.84%
10052,135,MRU,0.00,11.87%
8489,65,MRU,0.08,11.86%
9505,122,MRU,0.00,11.89%
1870,130,MRU,0.08,11.89%
2134,63,MRU,0.08,11.88%
6098,124,MRU,0.00,11.91%
6500,137,MRU,0.08,11.91%
861,103,MRU,0.08,11.90%
2072,125,MRU,0.00,11.93%
3482,30,MRU,0.00,11.96%
323,99,MRU,0.00,11.99%
1384,34,MRU,0.08,11.98%
1139,57,MRU,0.00,12.01%
2352,120,MRU,0.00,12.04%
1194,26,MRU,0.09,12.03%
2910,141,MRU,0.08,12.03%
1799,68,MRU,0.00,12.06%
10694,117,MRU,0.08,12.05%
10883,55,MRU,0.08,12.05%
1371,114,MRU,0.08,12.05%
3434,105,MRU,0.08,12.04%
8006,52,MRU,0.00,12.07%
5819,142,MRU,0.00,12.10%
3850,51,MRU,0.08,12.09%
6686,44,MRU,0.09,12.09%
12613,63,MRU,0.08,12.09%
5164,54,MRU,0.00,12.11%
5557,129,MRU,0.00,12.14%
10386,86,MRU,0.00,12.17%
2158,50,MRU,0.00,12.20%
6599,98,MRU,0.08,12.19%
6239,49,MRU,0.08,12.19%
9023,153,MRU,0.08,12.18%
661,113,MRU,0.10,12.18%
4675,59,MRU,0.08,12.18%
8356,65,MRU,0.08,12.17%
7390,207,MRU,0.08,12.17%
97,118,MRU,0.00,12.20%
1238,132,MRU,0.09,12.19%
4443,95,MRU,0.08,12.19%
1754,55,MRU,0.08,12.19%
8992,47,MRU,0.08,12.18%
6312,31,MRU,0.08,12.18%
1456,96,MRU,0.08,12.17%
4439,95,MRU,0.08,12.17%
9236,34,MRU,0.08,12.17%
6230,62,MRU,0.08,12.16%
556,43,MRU,0.08,12.16%
3183,61,MRU,0.00,12.19%
10570,104,MRU,0.08,12.18%
10402,148,MRU,0.08,12.18%
465,35,MRU,0.00,12.21%
5224,28,MRU,0.08,12.20%
12084,68,MRU,0.08,12.20%
6566,75,MRU,0.08,12.19%
12100,68,MRU,0.08,12.19%
3224,22,MRU,0.08,12.19%
6986,150,MRU,0.08,12.18%
18,20,MRU,0.08,12.18%
4402,139,MRU,0.00,12.21%
8802,140,MRU,0.08,12.20%
7105,57,MRU,0.08,12.20%
7629,31,MRU,0.08,12.20%
4715,103,MRU,0.00,12.22%
6115,111,MRU,0.08,12.22%
537,22,MRU,0.08,12.21%
8326,65,MRU,0.08,12.21%
115,33,MRU,0.08,12.21%
2452,40,MRU,0.08,12.20%
1215,163,MRU,0.08,12.20%
1936,99,MRU,0.08,12.20%
7373,132,MRU,0.11,12.19%
12559,107,MRU,0.08,12.19%
7826,145,MRU,0.00,12.22%
11903,125,MRU,0.08,12.21%
9311,91,MRU,0.08,12.21%
9744,135,MRU,0.08,12.20%
4913,134,MRU,0.08,12.20%
6546,137,MRU,0.08,12.20%
360,19,MRU,0.08,12.19%
11809,112,MRU,0.08,12.19%
5356,28,MRU,0.08,12.19%
2152,32,MRU,0.08,12.18%
10384,148,MRU,0.08,12.18%
9927,135,MRU,0.08,12.17%
8847,78,MRU,0.08,12.17%
1977,143,MRU,0.08,12.17%
2630,53,MRU,0.08,12.16%
4720,59,MRU,0.00,12.19%
3591,149,MRU,0.08,12.19%
5378,72,MRU,0.00,12.21%
11049,68,MRU,0.08,12.21%
10386,86,MRU,0.00,12.24%
9778,47,MRU,0.08,12.23%
4669,33,MRU,0.08,12.23%
4311,170,MRU,0.08,12.22%
7376,39,MRU,0.00,12.25%
1775,86,MRU,0.08,12.25%
10916,161,MRU,0.08,12.24%
10295,117,MRU,0.08,12.24%
3941,25,MRU,0.08,12.24%
4653,152,MRU,0.08,12.23%
11077,68,MRU,0.00,12.26%
3257,48,MRU,0.08,12.26%
2178,45,MRU,0.08,12.25%
469,22,MRU,0.00,12.28%
3158,123,MRU,0.08,12.28%
7584,39,MRU,0.08,12.27%
6014,155,MRU,0.08,12.27%
3603,162,MRU,0.00,12.29%
1762,117,MRU,0.08,12.29%
6576,137,MRU,0.08,12.29%
8428,158,MRU,0.08,12.28%
1118,88,MRU,0.08,12.28%
462,128,MRU,0.08,12.28%
286,104,MRU,0.08,12.27%
4493,46,MRU,0.08,12.27%
1588,29,MRU,0.08,12.26%
7009,181,MRU,0.08,12.26%
5625,160,MRU,0.08,12.26%
10118,73,MRU,0.00,12.28%
6989,150,MRU,0.08,12.28%
240,21,MRU,0.08,12.28%
3426,30,MRU,0.08,12.27%
11898,99,MRU,0.00,12.30%
11776,24,MRU,0.08,12.30%
500,110,MRU,0.08,12.29%
5868,142,MRU,0.08,12.29%
5204,28,MRU,0.08,12.28%
9866,135,MRU,0.08,12.28%
9455,153,MRU,0.08,12.28%
5277,147,MRU,0.08,12.27%
1255,88,MRU,0.08,12.27%
5981,49,MRU,0.00,12.30%
6408,62,MRU,0.08,12.29%
8211,158,MRU,0.08,12.29%
4763,196,MRU,0.08,12.28%
12597,63,MRU,0.00,12.31%
3529,56,MRU,0.08,12.31%
1614,73,MRU,0.08,12.30%
9973,135,MRU,0.08,12.30%
728,95,MRU,0.00,12.33%
9318,153,MRU,0.08,12.32%
502,66,MRU,0.08,12.32%
636,56,MRU,0.08,12.32%
4071,157,MRU,0.00,12.34%
10677,148,MRU,0.08,12.34%
11067,42,MRU,0.08,12.33%
10316,148,MRU,0.08,12.33%
132,28,MRU,0.08,12.33%
10534,42,MRU,0.08,12.32%
599,118,MRU,0.00,12.35%
10958,192,MRU,0.08,12.35%
2582,53,MRU,0.08,12.34%
10910,130,MRU,0.08,12.34%
5973,23,MRU,0.00,12.36%
7576,39,MRU,0.00,12.39%
7346,163,MRU,0.08,12.39%
8030,44,MRU,0.08,12.38%
6724,44,MRU,0.00,12.41%
3516,149,MRU,0.08,12.41%
12983,169,MRU,0.08,12.40%
7197,70,MRU,0.08,12.40%
10032,135,MRU,0.08,12.40%
9261,109,MRU,0.08,12.39%
6493,137,MRU,0.00,12.42%
3400,61,MRU,0.08,12.41%
9945,73,MRU,0.08,12.41%
7564,39,MRU,0.08,12.41%
1890,37,MRU,0.08,12.40%
7047,106,MRU,0.00,12.43%
3257,48,MRU,0.00,12.46%
6757,36,MRU,0.08,12.45%
497,22,MRU,0.09,12.45%
12708,55,MRU,0.08,12.44%
117,20,MRU,0.00,12.47%
8686,52,MRU,0.08,12.47%
9956,42,MRU,0.08,12.46%
4638,59,MRU,0.08,12.46%
9403,60,MRU,0.08,12.46%
4668,33,MRU,0.08,12.45%
6029,23,MRU,0.08,12.45%
1335,145,MRU,0.00,12.47%
10174,179,MRU,0.08,12.47%
737,139,MRU,0.08,12.47%
4969,72,MRU,0.08,12.46%
3496,118,MRU,0.08,12.46%
11845,37,MRU,0.08,12.46%
5383,72,MRU,0.08,12.45%
11829,24,MRU,0.08,12.45%
6926,106,MRU,0.08,12.44%
5156,147,MRU,0.08,12.44%
8512,34,MRU,0.08,12.44%
6512,44,MRU,0.08,12.43%
3993,51,MRU,0.08,12.43%
7786,101,MRU,0.08,12.43%
5169,54,MRU,0.08,12.42%
7253,18,MRU,0.08,12.42%
5648,129,MRU,0.08,12.41%
7126,163,MRU,0.08,12.41%
10912,16,MRU,0.08,12.41%
10202,86,MRU,0.00,12.43%
1393,34,MRU,0.08,12.43%
12347,50,MRU,0.08,12.43%
5442,67,MRU,0.08,12.42%
12136,63,MRU,0.08,12.42%
1368,127,MRU,0.08,12.42%
5754,54,MRU,0.08,12.41%
9831,104,MRU,0.08,12.41%
2989,48,MRU,0.08,12.40%
1507,21,MRU,0.00,12.43%
9791,73,MRU,0.08,12.43%
1099,31,MRU,0.08,12.42%
9975,166,MRU,0.08,12.42%
6524,137,MRU,0.08,12.42%
2734,40,MRU,0.00,12.44%
9199,65,MRU,0.08,12.44%
8710,140,MRU,0.00,12.46%
11667,81,MRU,0.08,12.46%
4141,126,MRU,0.00,12.49%
4169,157,MRU,0.08,12.48%
12661,81,MRU,0.08,12.48%
9385,83,MRU,0.08,12.47%
6968,181,MRU,0.08,12.47%
8651,52,MRU,0.08,12.47%
7999,189,MRU,0.08,12.46%
3083,35,MRU,0.08,12.46%
7927,52,MRU,0.08,12.46%
1368,127,MRU,0.00,12.48%
6057,186,MRU,0.08,12.48%
10928,42,MRU,0.08,12.47%
6484,31,MRU,0.08,12.47%
9252,109,MRU,0.08,12.47%
10136,34,MRU,0.08,12.46%
5119,116,MRU,0.08,12.46%
7967,96,MRU,0.08,12.46%
10188,34,MRU,0.08,12.45%
7102,88,MRU,0.08,12.45%
3289,136,MRU,0.00,12.47%
8659,52,MRU,0.00,12.50%
3513,56,MRU,0.08,12.50%
7485,132,MRU,0.00,12.52%
9803,135,MRU,0.00,12.55%
11260,161,MRU,0.00,12.57%
10195,179,MRU,0.08,12.57%
6958,57,MRU,0.08,12.57%
3681,131,MRU,0.00,12.59%
12679,55,MRU,0.08,12.59%
7944,96,MRU,0.08,12.58%
10688,73,MRU,0.00,12.61%
145,116,MRU,0.08,12.61%
9916,47,MRU,0.08,12.60%
11607,174,MRU,0.08,12.60%
2185,107,MRU,0.00,12.62%
3711,237,MRU,0.00,12.65%
7655,83,MRU,0.00,12.67%
1842,130,MRU,0.00,12.70%
7279,176,MRU,0.00,12.73%
10335,179,MRU,0.08,12.72%
11275,86,MRU,0.08,12.72%
5007,64,MRU,0.08,12.71%
3803,82,MRU,0.00,12.74%
5373,98,MRU,0.08,12.74%
7299,44,MRU,0.08,12.73%
971,36,MRU,0.08,12.73%
788,28,MRU,0.08,12.73%
3084,35,MRU,0.08,12.72%
4331,126,MRU,0.08,12.72%
1511,91,MRU,0.08,12.71%
10186,34,MRU,0.08,12.71%
10020,91,MRU,0.08,12.71%
5279,77,MRU,0.08,12.70%
4209,33,MRU,0.09,12.70%
6306,62,MRU,0.08,12.70%
8929,96,MRU,0.08,12.69%
11905,99,MRU,0.08,12.69%
11759,81,MRU,0.08,12.68%
1548,122,MRU,0.08,12.68%
2657,53,MRU,0.08,12.68%
8259,189,MRU,0.00,12.70%
8727,140,MRU,0.08,12.70%
12822,50,MRU,0.08,12.70%
12239,63,MRU,0.08,12.69%
9135,60,MRU,0.08,12.69%
5992,49,MRU,0.08,12.68%
7720,26,MRU,0.08,12.68%
103,87,MRU,0.08,12.68%
2902,141,MRU,0.08,12.67%
12051,94,MRU,0.08,12.67%
6362,106,MRU,0.08,12.67%
12011,42,MRU,0.08,12.66%
5471,160,MRU,0.00,12.69%
5291,54,MRU,0.08,12.68%
2407,71,MRU,0.00,12.71%
11746,99,MRU,0.08,12.71%
9950,73,MRU,0.08,12.70%
5753,129,MRU,0.00,12.73%
2733,40,MRU,0.00,12.75%
2064,125,MRU,0.00,12.78%
3276,43,MRU,0.08,12.77%
5060,41,MRU,0.08,12.77%
6664,31,MRU,0.08,12.77%
345,125,MRU,0.08,12.76%
3564,48,MRU,0.00,12.79%
11347,205,MRU,0.08,12.78%
7580,176,MRU,0.00,12.81%
8845,96,MRU,0.08,12.81%
4180,33,MRU,0.00,12.83%
6388,124,MRU,0.08,12.83%
9543,52,MRU,0.08,12.82%
2905,48,MRU,0.00,12.85%
12575,156,MRU,0.08,12.84%
3983,51,MRU,0.08,12.84%
4129,188,MRU,0.08,12.84%
12616,94,MRU,0.00,12.86%
11591,86,MRU,0.08,12.86%
11140,68,MRU,0.08,12.85%
9546,104,MRU,0.00,12.88%
6476,49,MRU,0.08,12.88%
6656,18,MRU,0.08,12.87%
8412,96,MRU,0.08,12.87%
2305,107,MRU,0.08,12.86%
11073,130,MRU,0.08,12.86%
10460,179,MRU,0.08,12.86%
7858,101,MRU,0.00,12.88%
5886,173,MRU,0.08,12.88%
7255,57,MRU,0.00,12.90%
5995,80,MRU,0.08,12.90%
153,36,MRU,0.08,12.90%
6509,75,MRU,0.00,12.92%
7466,88,MRU,0.08,12.92%
7278,163,MRU,0.08,12.91%
1241,39,MRU,0.00,12.94%
6094,62,MRU,0.08,12.93%
12846,125,MRU,0.08,12.93%
9776,42,MRU,0.00,12.96%
10654,86,MRU,0.08,12.95%
7072,119,MRU,0.08,12.95%
11124,130,MRU,0.08,12.94%
7700,52,MRU,0.00,12.97%
12640,81,MRU,0.08,12.97%
8388,65,MRU,0.08,12.96%
12384,125,MRU,0.08,12.96%
3540,118,MRU,0.08,12.95%
12156,156,MRU,0.08,12.95%
3958,144,MRU,0.08,12.95%
5831,49,MRU,0.08,12.94%
3601,118,MRU,0.08,12.94%
5380,116,MRU,0.08,12.94%
6828,150,MRU,0.08,12.93%
9757,135,MRU,0.00,12.96%
1217,132,MRU,0.00,12.98%
7498,176,MRU,0.08,12.98%
3202,61,MRU,0.08,12.97%
11771,125,MRU,0.00,13.00%
10221,60,MRU,0.08,13.00%
6279,106,MRU,0.00,13.02%
9053,39,MRU,0.08,13.02%
4688,121,MRU,0.08,13.01%
7960,26,MRU,0.08,13.01%
11946,24,MRU,0.08,13.01%
12574,107,MRU,0.08,13.00%
5274,54,MRU,0.08,13.00%
3949,38,MRU,0.08,12.99%
7793,101,MRU,0.00,13.02%
6464,31,MRU,0.08,13.02%
5752,54,MRU,0.08,13.01%
4998,178,MRU,0.08,13.01%
5399,67,MRU,0.00,13.03%
12781,76,MRU,0.08,13.03%
8454,83,MRU,0.08,13.03%
604,17,MRU,0.08,13.02%
6106,155,MRU,0.00,13.05%
2387,102,MRU,0.08,13.04%
11896,99,MRU,0.00,13.07%
5465,160,MRU,0.08,13.06%
6977,31,MRU,0.00,13.09%
8525,78,MRU,0.00,13.11%
4992,41,MRU,0.08,13.11%
5582,67,MRU,0.08,13.10%
4528,64,MRU,0.08,13.10%
6680,137,MRU,0.08,13.10%
3404,61,MRU,0.08,13.09%
1067,62,MRU,0.08,13.09%
10765,117,MRU,0.08,13.09%
12902,63,MRU,0.08,13.08%
218,114,MRU,0.08,13.08%
813,41,MRU,0.08,13.08%
12769,156,MRU,0.08,13.07%
6519,49,MRU,0.08,13.07%
9041,184,MRU,0.08,13.06%
2865,27,MRU,0.08,13.06%
1523,34,MRU,0.08,13.06%
4924,72,MRU,0.08,13.05%
3798,69,MRU,0.08,13.05%
11508,55,MRU,0.08,13.05%
6655,168,MRU,0.08,13.04%
10386,86,MRU,0.00,13.07%
8876,96,MRU,0.08,13.06%
5066,33,MRU,0.08,13.06%
12542,112,MRU,0.00,13.08%
9140,34,MRU,0.08,13.08%
3933,144,MRU,0.08,13.08%
10322,117,MRU,0.08,13.07%
4229,82,MRU,0.08,13.07%
12016,143,MRU,0.08,13.07%
10500,29,MRU,0.09,13.06%
6749,44,MRU,0.09,13.06%
4439,95,MRU,0.00,13.08%
12573,107,MRU,0.09,13.08%
3563,162,MRU,0.09,13.07%
3079,154,MRU,0.00,13.10%
4274,64,MRU,0.08,13.10%
6365,106,MRU,0.08,13.09%
11370,37,MRU,0.00,13.12%
1589,29,MRU,0.00,13.14%
8656,47,MRU,0.00,13.16%
453,14,MRU,0.08,13.16%
11490,37,MRU,0.08,13.16%
12841,161,MRU,0.08,13.15%
10159,179,MRU,0.00,13.18%
2780,128,MRU,0.00,13.20%
2065,125,MRU,0.08,13.20%
1029,124,MRU,0.08,13.19%
5522,129,MRU,0.08,13.19%
11819,143,MRU,0.08,13.19%
4659,152,MRU,0.08,13.18%
6249,155,MRU,0.08,13.18%
5047,134,MRU,0.08,13.18%
9531,78,MRU,0.08,13.17%
3695,206,MRU,0.00,13.20%
1173,119,MRU,0.00,13.22%
11985,81,MRU,0.00,13.24%
5659,67,MRU,0.00,13.27%
10465,130,MRU,0.08,13.27%
12707,55,MRU,0.08,13.26%
11889,50,MRU,0.08,13.26%
6182,62,MRU,0.08,13.25%
134,28,MRU,0.08,13.25%
7529,62,MRU,0.08,13.25%
2729,159,MRU,0.08,13.24%
10520,55,MRU,0.08,13.24%
11097,68,MRU,0.08,13.24%
7304,132,MRU,0.08,13.23%
6876,150,MRU,0.00,13.26%
12226,156,MRU,0.08,13.25%
10535,192,MRU,0.00,13.28%
5185,41,MRU,0.08,13.27%
4568,33,MRU,0.08,13.27%
4360,46,MRU,0.08,13.27%
5203,178,MRU,0.00,13.29%
8077,114,MRU,0.08,13.29%
9944,73,MRU,0.00,13.31%
2555,58,MRU,0.08,13.31%
7739,145,MRU,0.08,13.30%
9309,153,MRU,0.09,13.30%
7797,145,MRU,0.09,13.29%
11215,68,MRU,0.08,13.29%
6526,75,MRU,0.08,13.29%
12184,37,MRU,0.08,13.28%
12629,32,MRU,0.00,13.31%
9187,109,MRU,0.00,13.33%
11661,37,MRU,0.00,13.36%
11816,24,MRU,0.08,13.35%
9815,135,MRU,0.08,13.35%
3914,51,MRU,0.08,13.34%
10701,47,MRU,0.08,13.34%
1267,31,MRU,0.00,13.36%
1164,119,MRU,0.08,13.36%
8706,140,MRU,0.00,13.38%
2600,27,MRU,0.08,13.38%
9093,140,MRU,0.08,13.38%
9019,39,MRU,0.00,13.40%
12418,156,MRU,0.08,13.40%
11524,37,MRU,0.08,13.39%
4248,126,MRU,0.08,13.39%
7099,57,MRU,0.00,13.41%
9027,184,MRU,0.08,13.41%
11723,130,MRU,0.08,13.41%
5295,147,MRU,0.08,13.40%
3364,43,MRU,0.08,13.40%
5827,111,MRU,0.00,13.42%
3758,87,MRU,0.08,13.42%
10447,60,MRU,0.08,13.42%
8352,34,MRU,0.00,13.44%
7489,88,MRU,0.08,13.44%
2764,128,MRU,0.09,13.43%
10428,86,MRU,0.00,13.46%
4210,126,MRU,0.00,13.48%
1178,119,MRU,0.00,13.50%
4834,20,MRU,0.08,13.50%
4477,90,MRU,0.08,13.50%
5663,85,MRU,0.08,13.49%
6926,106,MRU,0.00,13.51%
7243,57,MRU,0.00,13.54%
12559,107,MRU,0.00,13.56%
9793,166,MRU,0.08,13.56%
1662,135,MRU,0.08,13.55%
11832,99,MRU,0.08,13.55%
9745,135,MRU,0.08,13.55%
11069,99,MRU,0.08,13.54%
10703,192,MRU,0.08,13.54%
1028,124,MRU,0.08,13.54%
2932,97,MRU,0.08,13.53%
10609,29,MRU,0.08,13.53%
7943,145,MRU,0.08,13.53%
11476,37,MRU,0.08,13.52%
7804,176,MRU,0.08,13.52%
1094,31,MRU,0.08,13.51%
12146,63,MRU,0.08,13.51%
4585,152,MRU,0.08,13.51%
5758,129,MRU,0.08,13.50%
3791,175,MRU,0.08,13.50%
7715,52,MRU,0.08,13.50%
2150,24,MRU,0.08,13.49%
7424,26,MRU,0.00,13.52%
5275,103,MRU,0.08,13.51%
2233,138,MRU,0.08,13.51%
6075,62,MRU,0.08,13.50%
4243,108,MRU,0.08,13.50%
8171,96,MRU,0.08,13.50%
