Number,Steps,Cache Method,Time (ms),Cache Hit Rate (%)
10967,117,MRU,0.08,25.67%
11413,29,MRU,0.08,25.66%
10932,42,MRU,0.00,25.67%
4152,64,MRU,0.08,25.67%
7494,88,MRU,0.00,25.68%
147,116,MRU,0.00,25.69%
4584,108,MRU,0.08,25.68%
7294,163,MRU,0.00,25.69%
5071,85,MRU,0.00,25.70%
11039,143,MRU,0.00,25.71%
3964,100,MRU,0.00,25.72%
1404,83,MRU,0.00,25.73%
2831,35,MRU,0.00,25.74%
9145,65,MRU,0.00,25.75%
10592,29,MRU,0.08,25.74%
8281,158,MRU,0.08,25.74%
11137,91,MRU,0.08,25.74%
10624,117,MRU,0.08,25.74%
1293,101,MRU,0.00,25.74%
2972,97,MRU,0.08,25.74%
3234,48,MRU,0.00,25.75%
1524,109,MRU,0.08,25.75%
3861,25,MRU,0.00,25.76%
7995,52,MRU,0.08,25.75%
11834,99,MRU,0.08,25.75%
3649,43,MRU,0.08,25.75%
10936,42,MRU,0.08,25.74%
452,14,MRU,0.08,25.74%
9259,47,MRU,0.00,25.75%
4181,33,MRU,0.00,25.76%
9468,91,MRU,0.08,25.76%
8690,52,MRU,0.00,25.76%
9064,65,MRU,0.08,25.76%
5504,36,MRU,0.08,25.76%
7698,132,MRU,0.00,25.77%
12013,42,MRU,0.00,25.78%
12413,94,MRU,0.08,25.77%
8930,47,MRU,0.08,25.77%
7558,83,MRU,0.00,25.78%
1,0,MRU,0.08,25.78%
11330,130,MRU,0.00,25.79%
5167,178,MRU,0.00,25.79%
8138,158,MRU,0.08,25.79%
4150,95,MRU,0.08,25.79%
8263,158,MRU,0.08,25.79%
10109,179,MRU,0.08,25.78%
4465,46,MRU,0.00,25.79%
5593,67,MRU,0.08,25.79%
1458,34,MRU,0.09,25.78%
10863,99,MRU,0.00,25.79%
2708,53,MRU,0.00,25.80%
5420,116,MRU,0.08,25.80%
7791,70,MRU,0.08,25.80%
3271,136,MRU,0.08,25.79%
7609,31,MRU,0.00,25.80%
2202,94,MRU,0.00,25.81%
4046,157,MRU,0.00,25.82%
1757,55,MRU,0.00,25.83%
2660,53,MRU,0.00,25.84%
11514,130,MRU,0.00,25.85%
591,56,MRU,0.08,25.84%
11806,99,MRU,0.00,25.85%
3403,61,MRU,0.08,25.85%
10093,135,MRU,0.08,25.85%
2471,133,MRU,0.00,25.86%
7557,83,MRU,0.00,25.87%
4000,113,MRU,0.00,25.87%
5227,54,MRU,0.08,25.87%
91,92,MRU,0.08,25.87%
7589,70,MRU,0.00,25.88%
2576,102,MRU,0.08,25.87%
8166,65,MRU,0.08,25.87%
7125,75,MRU,0.08,25.87%
5628,173,MRU,0.00,25.88%
1854,117,MRU,0.08,25.87%
10996,42,MRU,0.08,25.87%
8045,44,MRU,0.08,25.87%
12630,63,MRU,0.00,25.88%
2933,97,MRU,0.00,25.89%
9121,60,MRU,0.08,25.88%
381,107,MRU,0.00,25.89%
4608,28,MRU,0.00,25.90%
1217,132,MRU,0.00,25.91%
10595,99,MRU,0.08,25.91%
676,51,MRU,0.08,25.90%
6477,49,MRU,0.08,25.90%
6412,62,MRU,0.08,25.90%
2636,53,MRU,0.00,25.91%
400,27,MRU,0.00,25.92%
9885,135,MRU,0.08,25.91%
3641,118,MRU,0.00,25.92%
3950,38,MRU,0.00,25.93%
8707,140,MRU,0.08,25.93%
159,54,MRU,0.08,25.92%
2757,128,MRU,0.08,25.92%
2539,177,MRU,0.00,25.93%
11246,60,MRU,0.00,25.94%
7394,39,MRU,0.00,25.95%
6547,137,MRU,0.08,25.94%
7676,132,MRU,0.00,25.95%
6978,88,MRU,0.08,25.95%
1596,122,MRU,0.08,25.95%
3869,144,MRU,0.00,25.96%
10629,55,MRU,0.00,25.97%
3457,43,MRU,0.08,25.96%
9163,34,MRU,0.08,25.96%
1664,16,MRU,0.08,25.96%
8119,65,MRU,0.08,25.95%
4677,59,MRU,0.08,25.95%
4698,121,MRU,0.08,25.95%
368,19,MRU,0.08,25.94%
1371,114,MRU,0.00,25.95%
10832,55,MRU,0.00,25.96%
4338,77,MRU,0.00,25.97%
12953,169,MRU,0.00,25.98%
8560,26,MRU,0.08,25.98%
7272,18,MRU,0.08,25.97%
4272,25,MRU,0.00,25.98%
4984,134,MRU,0.08,25.98%
4673,59,MRU,0.00,25.99%
8245,127,MRU,0.00,26.00%
5381,116,MRU,0.00,26.01%
9225,228,MRU,0.00,26.02%
7783,83,MRU,0.00,26.02%
3705,162,MRU,0.00,26.03%
8944,91,MRU,0.08,26.03%
6158,155,MRU,0.09,26.03%
8821,47,MRU,0.00,26.04%
12310,156,MRU,0.00,26.05%
8836,78,MRU,0.09,26.04%
12098,68,MRU,0.08,26.04%
9551,60,MRU,0.08,26.04%
2490,89,MRU,0.08,26.03%
4108,38,MRU,0.08,26.03%
4427,95,MRU,0.00,26.04%
4639,90,MRU,0.08,26.04%
12063,143,MRU,0.00,26.04%
5708,28,MRU,0.00,26.05%
7141,31,MRU,0.00,26.06%
8826,47,MRU,0.00,26.07%
9750,122,MRU,0.08,26.07%
11962,50,MRU,0.08,26.06%
7666,57,MRU,0.08,26.06%
8067,70,MRU,0.08,26.06%
8630,127,MRU,0.08,26.06%
4289,77,MRU,0.08,26.05%
1146,106,MRU,0.08,26.05%
1198,119,MRU,0.00,26.06%
8829,171,MRU,0.00,26.07%
3823,175,MRU,0.00,26.08%
11394,68,MRU,0.00,26.08%
4488,46,MRU,0.00,26.09%
961,49,MRU,0.00,26.10%
11911,125,MRU,0.08,26.10%
951,28,MRU,0.00,26.11%
10865,55,MRU,0.08,26.11%
6110,93,MRU,0.08,26.10%
3105,154,MRU,0.00,26.11%
842,41,MRU,0.08,26.11%
4306,77,MRU,0.00,26.12%
9466,91,MRU,0.08,26.11%
3247,48,MRU,0.00,26.12%
6543,137,MRU,0.00,26.13%
12302,112,MRU,0.08,26.13%
12044,42,MRU,0.08,26.13%
5770,49,MRU,0.08,26.12%
8555,52,MRU,0.08,26.12%
7644,31,MRU,0.00,26.13%
1935,143,MRU,0.08,26.12%
5322,54,MRU,0.08,26.12%
4984,134,MRU,0.00,26.13%
6032,67,MRU,0.08,26.13%
580,118,MRU,0.08,26.12%
9752,135,MRU,0.08,26.12%
6439,168,MRU,0.00,26.13%
12012,42,MRU,0.08,26.13%
5196,147,MRU,0.00,26.14%
3240,30,MRU,0.00,26.14%
4337,46,MRU,0.00,26.15%
5052,178,MRU,0.00,26.16%
3856,25,MRU,0.00,26.17%
4835,20,MRU,0.00,26.18%
329,50,MRU,0.08,26.18%
2778,128,MRU,0.08,26.17%
781,121,MRU,0.00,26.18%
11465,68,MRU,0.08,26.18%
2505,89,MRU,0.08,26.18%
6574,75,MRU,0.00,26.19%
400,27,MRU,0.00,26.19%
10637,55,MRU,0.08,26.19%
8625,52,MRU,0.08,26.19%
1883,86,MRU,0.00,26.20%
12889,76,MRU,0.00,26.21%
5109,59,MRU,0.08,26.20%
11782,81,MRU,0.00,26.21%
11234,86,MRU,0.00,26.22%
11892,99,MRU,0.08,26.22%
11845,37,MRU,0.00,26.23%
9603,122,MRU,0.08,26.22%
6804,62,MRU,0.00,26.23%
5583,67,MRU,0.00,26.24%
7230,70,MRU,0.00,26.25%
11519,112,MRU,0.00,26.26%
3287,74,MRU,0.00,26.27%
3917,51,MRU,0.08,26.26%
1604,21,MRU,0.00,26.27%
7961,145,MRU,0.08,26.27%
950,28,MRU,0.08,26.27%
808,28,MRU,0.08,26.26%
7572,39,MRU,0.00,26.27%
3152,30,MRU,0.08,26.27%
7225,44,MRU,0.00,26.28%
7051,57,MRU,0.08,26.28%
12062,94,MRU,0.00,26.28%
8134,114,MRU,0.00,26.29%
8727,140,MRU,0.00,26.30%
8891,70,MRU,0.08,26.30%
12468,63,MRU,0.00,26.31%
2875,53,MRU,0.00,26.32%
8832,21,MRU,0.08,26.31%
3650,43,MRU,0.08,26.31%
4094,157,MRU,0.08,26.31%
4799,165,MRU,0.08,26.30%
8561,26,MRU,0.00,26.31%
8288,127,MRU,0.08,26.31%
12967,107,MRU,0.08,26.31%
67,27,MRU,0.00,26.32%
12421,156,MRU,0.00,26.32%
11946,24,MRU,0.00,26.33%
1239,132,MRU,0.00,26.34%
12620,94,MRU,0.00,26.35%
2379,76,MRU,0.08,26.35%
2644,115,MRU,0.00,26.36%
8792,34,MRU,0.00,26.37%
1826,130,MRU,0.00,26.37%
3310,43,MRU,0.00,26.38%
251,65,MRU,0.08,26.38%
12184,37,MRU,0.00,26.39%
6840,57,MRU,0.08,26.39%
505,61,MRU,0.08,26.38%
12244,50,MRU,0.00,26.39%
12768,125,MRU,0.00,26.40%
6346,80,MRU,0.00,26.41%
341,11,MRU,0.08,26.41%
5952,23,MRU,0.00,26.42%
12108,68,MRU,0.08,26.41%
12020,143,MRU,0.08,26.41%
5704,28,MRU,0.08,26.41%
3227,105,MRU,0.08,26.40%
7356,163,MRU,0.00,26.41%
8270,96,MRU,0.08,26.41%
1208,18,MRU,0.08,26.40%
11004,174,MRU,0.08,26.40%
4579,108,MRU,0.00,26.41%
7029,57,MRU,0.08,26.41%
7697,52,MRU,0.08,26.40%
3912,51,MRU,0.08,26.40%
2245,45,MRU,0.08,26.40%
12957,125,MRU,0.00,26.41%
4923,72,MRU,0.08,26.40%
6135,62,MRU,0.08,26.40%
990,98,MRU,0.00,26.41%
5841,80,MRU,0.08,26.41%
1939,50,MRU,0.00,26.41%
11850,37,MRU,0.08,26.41%
7820,101,MRU,0.08,26.41%
9587,73,MRU,0.00,26.42%
11235,86,MRU,0.08,26.41%
6899,150,MRU,0.08,26.41%
5568,36,MRU,0.08,26.41%
7405,132,MRU,0.08,26.40%
4052,113,MRU,0.00,26.41%
6336,31,MRU,0.08,26.41%
8657,140,MRU,0.00,26.42%
1964,143,MRU,0.08,26.42%
6926,106,MRU,0.00,26.42%
4375,77,MRU,0.08,26.42%
608,25,MRU,0.08,26.42%
8526,127,MRU,0.00,26.43%
7727,88,MRU,0.08,26.42%
12366,156,MRU,0.08,26.42%
6134,62,MRU,0.08,26.42%
1970,24,MRU,0.09,26.41%
1605,21,MRU,0.00,26.42%
12170,112,MRU,0.08,26.42%
1902,29,MRU,0.00,26.43%
12399,262,MRU,0.08,26.43%
7906,52,MRU,0.00,26.43%
9006,39,MRU,0.08,26.43%
1981,99,MRU,0.00,26.44%
550,92,MRU,0.00,26.45%
3917,51,MRU,0.00,26.46%
6661,181,MRU,0.08,26.45%
11830,174,MRU,0.08,26.45%
7033,106,MRU,0.08,26.45%
2197,94,MRU,0.00,26.46%
8530,171,MRU,0.08,26.45%
8121,39,MRU,0.08,26.45%
3920,25,MRU,0.08,26.45%
3352,43,MRU,0.08,26.44%
99,25,MRU,0.00,26.45%
4562,152,MRU,0.00,26.46%
1823,161,MRU,0.00,26.47%
9726,91,MRU,0.08,26.47%
4182,38,MRU,0.00,26.48%
823,134,MRU,0.00,26.49%
11536,50,MRU,0.00,26.49%
11225,37,MRU,0.00,26.50%
5948,98,MRU,0.00,26.51%
5012,134,MRU,0.00,26.52%
2572,27,MRU,0.08,26.52%
3167,167,MRU,0.08,26.51%
5370,98,MRU,0.00,26.52%
10589,55,MRU,0.08,26.52%
10244,148,MRU,0.08,26.52%
9492,78,MRU,0.00,26.53%
8334,114,MRU,0.08,26.52%
8575,127,MRU,0.08,26.52%
9035,39,MRU,0.08,26.52%
2891,48,MRU,0.00,26.52%
11230,68,MRU,0.00,26.53%
6890,106,MRU,0.00,26.54%
6933,31,MRU,0.08,26.54%
11523,174,MRU,0.00,26.55%
2404,58,MRU,0.08,26.54%
5658,129,MRU,0.08,26.54%
3566,48,MRU,0.08,26.54%
6932,31,MRU,0.08,26.53%
12897,63,MRU,0.00,26.54%
6102,155,MRU,0.08,26.54%
12644,156,MRU,0.00,26.55%
2601,177,MRU,0.08,26.55%
10102,86,MRU,0.08,26.54%
4293,25,MRU,0.00,26.55%
5724,28,MRU,0.08,26.55%
1955,99,MRU,0.08,26.55%
5895,80,MRU,0.00,26.55%
7250,70,MRU,0.08,26.55%
4059,64,MRU,0.00,26.56%
10535,192,MRU,0.00,26.57%
1966,143,MRU,0.00,26.58%
1242,88,MRU,0.08,26.57%
10267,148,MRU,0.00,26.58%
8793,127,MRU,0.08,26.58%
9602,122,MRU,0.00,26.59%
2806,128,MRU,0.00,26.60%
2993,48,MRU,0.08,26.59%
11400,29,MRU,0.08,26.59%
790,77,MRU,0.00,26.60%
2743,115,MRU,0.00,26.61%
6989,150,MRU,0.00,26.62%
4813,59,MRU,0.08,26.61%
926,129,MRU,0.00,26.62%
2216,19,MRU,0.00,26.63%
3209,74,MRU,0.09,26.63%
8091,189,MRU,0.08,26.62%
9240,34,MRU,0.08,26.62%
3980,25,MRU,0.00,26.63%
10631,55,MRU,0.00,26.64%
6517,44,MRU,0.00,26.65%
5365,72,MRU,0.00,26.66%
4037,113,MRU,0.00,26.67%
7719,52,MRU,0.00,26.67%
8563,127,MRU,0.08,26.67%
8277,127,MRU,0.08,26.67%
54,112,MRU,0.08,26.66%
2282,107,MRU,0.00,26.67%
4375,77,MRU,0.00,26.68%
12838,76,MRU,0.08,26.68%
12918,76,MRU,0.00,26.69%
11320,37,MRU,0.08,26.68%
5644,36,MRU,0.08,26.68%
8237,39,MRU,0.00,26.69%
2010,68,MRU,0.00,26.70%
2275,19,MRU,0.08,26.70%
2083,125,MRU,0.08,26.69%
774,121,MRU,0.00,26.70%
4300,25,MRU,0.08,26.70%
6232,62,MRU,0.00,26.71%
5815,142,MRU,0.08,26.70%
7505,176,MRU,0.08,26.70%
8007,44,MRU,0.08,26.70%
7891,101,MRU,0.08,26.69%
6997,119,MRU,0.00,26.70%
8774,140,MRU,0.08,26.70%
9843,73,MRU,0.08,26.70%
668,69,MRU,0.00,26.70%
7084,57,MRU,0.00,26.71%
11227,68,MRU,0.00,26.72%
12155,187,MRU,0.08,26.72%
12514,125,MRU,0.00,26.73%
11898,99,MRU,0.00,26.74%
6710,93,MRU,0.00,26.74%
5339,46,MRU,0.08,26.74%
3311,167,MRU,0.08,26.74%
3025,66,MRU,0.00,26.75%
6783,181,MRU,0.08,26.74%
6715,137,MRU,0.08,26.74%
10179,86,MRU,0.08,26.74%
8259,189,MRU,0.00,26.75%
572,105,MRU,0.00,26.75%
5125,54,MRU,0.08,26.75%
9434,60,MRU,0.08,26.75%
4627,108,MRU,0.08,26.75%
2611,53,MRU,0.00,26.75%
1019,62,MRU,0.08,26.75%
1016,49,MRU,0.00,26.76%
4443,95,MRU,0.00,26.77%
1758,148,MRU,0.08,26.76%
11036,161,MRU,0.08,26.76%
1809,55,MRU,0.08,26.76%
205,26,MRU,0.08,26.76%
5987,49,MRU,0.00,26.76%
877,54,MRU,0.00,26.77%
5571,67,MRU,0.08,26.77%
7904,52,MRU,0.00,26.78%
12924,169,MRU,0.00,26.79%
6549,44,MRU,0.08,26.78%
10277,55,MRU,0.08,26.78%
1797,117,MRU,0.08,26.78%
12909,107,MRU,0.08,26.77%
2737,40,MRU,0.08,26.77%
11436,81,MRU,0.00,26.78%
4188,126,MRU,0.08,26.78%
12422,156,MRU,0.08,26.77%
12707,55,MRU,0.00,26.78%
10775,148,MRU,0.00,26.79%
4550,20,MRU,0.08,26.79%
4034,69,MRU,0.08,26.78%
12860,169,MRU,0.08,26.78%
12182,37,MRU,0.08,26.78%
11523,174,MRU,0.00,26.79%
5004,28,MRU,0.00,26.80%
12294,112,MRU,0.00,26.80%
7422,238,MRU,0.00,26.81%
12406,94,MRU,0.08,26.81%
2593,40,MRU,0.08,26.81%
7200,57,MRU,0.08,26.80%
4668,33,MRU,0.00,26.81%
3000,48,MRU,0.08,26.81%
9666,73,MRU,0.00,26.82%
9434,60,MRU,0.00,26.83%
803,20,MRU,0.00,26.83%
6238,49,MRU,0.00,26.84%
8430,158,MRU,0.00,26.85%
8247,96,MRU,0.00,26.86%
3161,154,MRU,0.00,26.87%
8250,39,MRU,0.08,26.87%
2371,151,MRU,0.00,26.87%
860,103,MRU,0.08,26.87%
2086,125,MRU,0.08,26.87%
2529,71,MRU,0.00,26.88%
43,29,MRU,0.08,26.87%
10199,117,MRU,0.00,26.88%
9765,73,MRU,0.08,26.88%
8961,47,MRU,0.08,26.88%
4888,41,MRU,0.00,26.88%
6854,31,MRU,0.00,26.89%
11192,68,MRU,0.00,26.90%
3482,30,MRU,0.00,26.91%
2739,40,MRU,0.08,26.91%
781,121,MRU,0.00,26.91%
2158,50,MRU,0.00,26.92%
11068,99,MRU,0.08,26.92%
9475,60,MRU,0.00,26.93%
6767,150,MRU,0.08,26.93%
11314,112,MRU,0.00,26.93%
9964,104,MRU,0.00,26.94%
12256,50,MRU,0.08,26.94%
4595,59,MRU,0.08,26.94%
8627,52,MRU,0.08,26.93%
11738,143,MRU,0.08,26.93%
1230,70,MRU,0.08,26.93%
12336,37,MRU,0.08,26.92%
6145,49,MRU,0.00,26.93%
2554,58,MRU,0.00,26.94%
1462,140,MRU,0.08,26.94%
12971,50,MRU,0.08,26.93%
3803,82,MRU,0.00,26.94%
4700,121,MRU,0.08,26.94%
11443,81,MRU,0.08,26.94%
371,45,MRU,0.08,26.93%
2879,128,MRU,0.00,26.94%
3758,87,MRU,0.00,26.95%
780,121,MRU,0.08,26.95%
8421,127,MRU,0.08,26.94%
11276,86,MRU,0.08,26.94%
12328,37,MRU,0.00,26.95%
2590,40,MRU,0.00,26.96%
1071,168,MRU,0.08,26.96%
7471,70,MRU,0.08,26.95%
10268,148,MRU,0.08,26.95%
8810,96,MRU,0.08,26.95%
8426,83,MRU,0.08,26.94%
10434,148,MRU,0.00,26.95%
8935,109,MRU,0.08,26.95%
2716,66,MRU,0.08,26.95%
4581,152,MRU,0.00,26.95%
11782,81,MRU,0.00,26.96%
12365,63,MRU,0.09,26.96%
12811,169,MRU,0.00,26.97%
4178,64,MRU,0.09,26.96%
9298,135,MRU,0.00,26.97%
7001,31,MRU,0.08,26.97%
7139,75,MRU,0.08,26.97%
12727,81,MRU,0.08,26.96%
11621,50,MRU,0.08,26.96%
1823,161,MRU,0.00,26.97%
2712,53,MRU,0.08,26.97%
4166,126,MRU,0.00,26.97%
6100,111,MRU,0.08,26.97%
10095,148,MRU,0.08,26.97%
5117,134,MRU,0.08,26.96%
12313,112,MRU,0.00,26.97%
3672,131,MRU,0.00,26.98%
1711,148,MRU,0.08,26.98%
5187,41,MRU,0.08,26.98%
4377,77,MRU,0.08,26.97%
772,121,MRU,0.00,26.98%
1074,23,MRU,0.00,26.99%
12918,76,MRU,0.00,27.00%
8867,140,MRU,0.00,27.01%
662,25,MRU,0.08,27.00%
12462,63,MRU,0.00,27.01%
7148,49,MRU,0.00,27.02%
10417,42,MRU,0.08,27.02%
2504,133,MRU,0.00,27.03%
6358,80,MRU,0.08,27.02%
6403,168,MRU,0.00,27.03%
2452,40,MRU,0.00,27.04%
7346,163,MRU,0.00,27.05%
7720,26,MRU,0.00,27.06%
3595,69,MRU,0.08,27.05%
10825,68,MRU,0.08,27.05%
7868,101,MRU,0.08,27.05%
12962,169,MRU,0.08,27.04%
10397,148,MRU,0.00,27.05%
12500,125,MRU,0.00,27.06%
7518,88,MRU,0.00,27.07%
2887,128,MRU,0.08,27.07%
4105,157,MRU,0.00,27.07%
8719,171,MRU,0.08,27.07%
285,104,MRU,0.00,27.08%
12181,37,MRU,0.08,27.08%
6317,124,MRU,0.00,27.09%
3811,38,MRU,0.08,27.08%
11734,81,MRU,0.00,27.09%
5329,54,MRU,0.08,27.09%
8197,158,MRU,0.08,27.08%
812,41,MRU,0.00,27.09%
190,106,MRU,0.00,27.10%
2297,58,MRU,0.08,27.10%
2664,115,MRU,0.08,27.09%
8972,47,MRU,0.08,27.09%
8918,47,MRU,0.00,27.10%
9740,135,MRU,0.08,27.10%
12372,125,MRU,0.00,27.11%
1773,55,MRU,0.08,27.10%
1282,52,MRU,0.08,27.10%
10262,55,MRU,0.08,27.10%
6529,168,MRU,0.00,27.10%
2098,63,MRU,0.08,27.10%
3711,237,MRU,0.00,27.11%
9399,83,MRU,0.08,27.11%
1906,29,MRU,0.08,27.10%
5409,116,MRU,0.08,27.10%
1945,37,MRU,0.00,27.11%
4434,77,MRU,0.08,27.11%
2030,37,MRU,0.08,27.10%
6174,111,MRU,0.00,27.11%
9680,21,MRU,0.08,27.11%
6766,137,MRU,0.08,27.10%
1309,145,MRU,0.00,27.11%
8332,127,MRU,0.08,27.11%
1741,29,MRU,0.00,27.12%
2178,45,MRU,0.00,27.13%
8625,52,MRU,0.00,27.14%
9042,184,MRU,0.00,27.14%
5035,134,MRU,0.08,27.14%
3106,123,MRU,0.00,27.15%
9891,122,MRU,0.08,27.15%
943,36,MRU,0.08,27.14%
12420,156,MRU,0.00,27.15%
405,27,MRU,0.08,27.15%
1997,50,MRU,0.08,27.14%
11988,50,MRU,0.08,27.14%
183,93,MRU,0.08,27.14%
5852,142,MRU,0.00,27.15%
7606,83,MRU,0.08,27.14%
645,100,MRU,0.00,27.15%
4642,33,MRU,0.08,27.15%
3701,131,MRU,0.00,27.16%
816,28,MRU,0.08,27.15%
10645,55,MRU,0.00,27.16%
3733,87,MRU,0.08,27.16%
4331,126,MRU,0.00,27.17%
3581,100,MRU,0.08,27.16%
779,59,MRU,0.00,27.17%
5265,41,MRU,0.00,27.18%
9365,60,MRU,0.09,27.18%
11126,117,MRU,0.08,27.18%
4188,126,MRU,0.00,27.18%
8656,47,MRU,0.00,27.19%
10717,29,MRU,0.08,27.19%
6312,31,MRU,0.00,27.20%
11178,37,MRU,0.08,27.19%
10139,60,MRU,0.08,27.19%
4554,59,MRU,0.08,27.19%
12796,169,MRU,0.00,27.20%
5454,129,MRU,0.00,27.20%
5106,178,MRU,0.08,27.20%
2480,89,MRU,0.00,27.21%
3795,69,MRU,0.00,27.22%
8273,158,MRU,0.08,27.22%
4032,113,MRU,0.00,27.22%
10998,68,MRU,0.00,27.23%
1671,42,MRU,0.08,27.23%
2889,141,MRU,0.00,27.24%
4054,157,MRU,0.00,27.25%
8607,171,MRU,0.08,27.24%
643,25,MRU,0.08,27.24%
5921,186,MRU,0.08,27.24%
1691,135,MRU,0.08,27.23%
8767,78,MRU,0.08,27.23%
210,39,MRU,0.08,27.23%
1016,49,MRU,0.00,27.24%
10114,73,MRU,0.08,27.23%
10509,29,MRU,0.00,27.24%
7130,49,MRU,0.08,27.24%
4083,64,MRU,0.00,27.25%
3862,144,MRU,0.00,27.25%
11862,37,MRU,0.00,27.26%
8134,114,MRU,0.00,27.27%
3514,56,MRU,0.08,27.27%
9313,109,MRU,0.00,27.28%
3550,87,MRU,0.00,27.28%
6570,31,MRU,0.08,27.28%
6765,137,MRU,0.08,27.28%
8513,127,MRU,0.08,27.27%
12195,37,MRU,0.08,27.27%
3373,43,MRU,0.00,27.28%
1320,114,MRU,0.08,27.28%
3212,22,MRU,0.00,27.29%
4549,20,MRU,0.00,27.29%
5162,103,MRU,0.08,27.29%
2812,172,MRU,0.08,27.29%
2030,37,MRU,0.00,27.30%
12006,42,MRU,0.08,27.29%
9162,153,MRU,0.00,27.30%
344,32,MRU,0.08,27.30%
2210,94,MRU,0.08,27.29%
6450,62,MRU,0.08,27.29%
11763,50,MRU,0.08,27.29%
2757,128,MRU,0.00,27.30%
230,34,MRU,0.08,27.29%
704,20,MRU,0.08,27.29%
4732,90,MRU,0.00,27.30%
12346,112,MRU,0.00,27.31%
1736,29,MRU,0.00,27.32%
1087,137,MRU,0.08,27.31%
4416,20,MRU,0.08,27.31%
6054,67,MRU,0.00,27.32%
3706,131,MRU,0.00,27.33%
1730,148,MRU,0.08,27.32%
8036,26,MRU,0.00,27.33%
6308,93,MRU,0.00,27.34%
219,52,MRU,0.00,27.35%
11949,50,MRU,0.08,27.34%
1100,93,MRU,0.08,27.34%
12754,81,MRU,0.00,27.35%
3868,144,MRU,0.00,27.36%
3012,22,MRU,0.08,27.35%
5138,54,MRU,0.00,27.36%
9879,135,MRU,0.08,27.36%
8935,109,MRU,0.00,27.37%
5108,59,MRU,0.08,27.37%
4676,59,MRU,0.00,27.37%
500,110,MRU,0.00,27.38%
1452,47,MRU,0.08,27.38%
674,113,MRU,0.00,27.39%
6517,44,MRU,0.00,27.40%
1251,26,MRU,0.08,27.39%
9290,184,MRU,0.00,27.40%
6942,106,MRU,0.00,27.41%
1923,50,MRU,0.08,27.41%
12240,50,MRU,0.08,27.40%
9186,109,MRU,0.08,27.40%
5897,80,MRU,0.08,27.40%
9900,73,MRU,0.00,27.40%
12673,125,MRU,0.08,27.40%
5801,80,MRU,0.08,27.40%
11756,81,MRU,0.08,27.40%
7718,57,MRU,0.00,27.40%
2184,32,MRU,0.00,27.41%
10368,29,MRU,0.00,27.42%
10362,42,MRU,0.08,27.42%
6254,155,MRU,0.00,27.43%
11626,50,MRU,0.00,27.43%
8388,65,MRU,0.00,27.44%
1336,70,MRU,0.00,27.45%
7699,132,MRU,0.08,27.45%
2210,94,MRU,0.00,27.46%
8494,34,MRU,0.00,27.46%
5160,103,MRU,0.08,27.46%
7766,52,MRU,0.00,27.47%
12035,187,MRU,0.08,27.47%
2844,66,MRU,0.00,27.47%
11755,156,MRU,0.00,27.48%
4159,51,MRU,0.08,27.48%
2176,19,MRU,0.08,27.48%
11833,99,MRU,0.08,27.47%
3256,43,MRU,0.00,27.48%
1178,119,MRU,0.00,27.49%
3134,61,MRU,0.00,27.50%
12700,200,MRU,0.00,27.51%
5803,173,MRU,0.00,27.51%
3165,79,MRU,0.00,27.52%
1100,93,MRU,0.00,27.53%
6380,75,MRU,0.00,27.54%
4357,46,MRU,0.00,27.55%
4024,69,MRU,0.08,27.54%
4298,25,MRU,0.08,27.54%
6482,168,MRU,0.08,27.54%
8123,39,MRU,0.08,27.53%
3295,136,MRU,0.08,27.53%
12430,63,MRU,0.08,27.53%
299,117,MRU,0.08,27.52%
7821,101,MRU,0.00,27.53%
4561,59,MRU,0.08,27.53%
11880,50,MRU,0.09,27.53%
6864,106,MRU,0.00,27.53%
3154,92,MRU,0.00,27.54%
2881,35,MRU,0.08,27.54%
1254,132,MRU,0.08,27.54%
1219,132,MRU,0.08,27.53%
4091,126,MRU,0.00,27.54%
2185,107,MRU,0.00,27.55%
552,17,MRU,0.00,27.56%
11270,86,MRU,0.00,27.57%
9745,135,MRU,0.00,27.57%
7699,132,MRU,0.00,27.58%
8662,127,MRU,0.00,27.59%
12796,169,MRU,0.00,27.60%
12240,50,MRU,0.00,27.61%
5659,67,MRU,0.00,27.62%
11759,81,MRU,0.00,27.62%
8401,65,MRU,0.08,27.62%
11942,143,MRU,0.08,27.62%
6145,49,MRU,0.00,27.63%
11541,50,MRU,0.08,27.62%
11469,29,MRU,0.08,27.62%
1080,44,MRU,0.00,27.63%
4153,64,MRU,0.08,27.62%
12544,32,MRU,0.08,27.62%
2447,133,MRU,0.08,27.62%
5025,116,MRU,0.00,27.63%
2853,27,MRU,0.08,27.62%
12217,37,MRU,0.00,27.63%
9508,52,MRU,0.08,27.63%
5768,49,MRU,0.08,27.63%
7724,145,MRU,0.00,27.63%
2392,120,MRU,0.08,27.63%
8079,145,MRU,0.08,27.63%
9833,47,MRU,0.00,27.64%
7629,31,MRU,0.00,27.64%
6399,168,MRU,0.08,27.64%
7029,57,MRU,0.00,27.65%
1177,31,MRU,0.08,27.65%
2484,89,MRU,0.08,27.64%
12016,143,MRU,0.00,27.65%
8321,52,MRU,0.00,27.66%
1811,68,MRU,0.00,27.67%
8719,171,MRU,0.00,27.68%
1010,62,MRU,0.08,27.67%
9279,91,MRU,0.00,27.68%
4500,46,MRU,0.08,27.68%
7999,189,MRU,0.00,27.69%
577,30,MRU,0.00,27.69%
8996,47,MRU,0.08,27.69%
